Date,Hour,Avg_total_toll
2021-02-16,19,0.8409090909090909
2021-02-16,20,
2021-02-16,21,
2021-02-16,22,
2021-02-16,23,
2021-02-17,0,
2021-02-17,1,
2021-02-17,2,
2021-02-17,3,
2021-02-17,4,
2021-02-17,5,0.75
2021-02-17,6,0.7916666666666666
2021-02-17,7,0.8125
2021-02-17,8,0.8958333333333334
2021-02-17,9,0.75
2021-02-17,10,0.75
2021-02-17,11,0.7708333333333334
2021-02-17,12,1.5208333333333333
2021-02-17,13,2.392857142857143
2021-02-17,14,4.4
2021-02-17,15,4.661290322580645
2021-02-17,16,4.363636363636363
2021-02-17,17,3.8958333333333335
2021-02-17,18,2.1458333333333335
2021-02-17,19,0.9545454545454546
2021-02-17,20,
2021-02-17,21,
2021-02-17,22,
2021-02-17,23,
2021-02-18,0,
2021-02-18,1,
2021-02-18,2,
2021-02-18,3,
2021-02-18,4,
2021-02-18,5,0.75
2021-02-18,6,0.8333333333333334
2021-02-18,7,0.8958333333333334
2021-02-18,8,0.8125
2021-02-18,9,0.7708333333333334
2021-02-18,10,0.8333333333333334
2021-02-18,11,0.7708333333333334
2021-02-18,12,1.0
2021-02-18,13,1.9166666666666667
2021-02-18,14,3.7083333333333335
2021-02-18,15,4.479166666666667
2021-02-18,16,4.5
2021-02-18,17,3.5
2021-02-18,18,2.3785714285714286
2021-02-18,19,0.9545454545454546
2021-02-18,20,
2021-02-18,21,
2021-02-18,22,
2021-02-18,23,
2021-02-19,0,
2021-02-19,1,
2021-02-19,2,
2021-02-19,3,
2021-02-19,4,
2021-02-19,5,0.75
2021-02-19,6,0.8125
2021-02-19,7,0.8958333333333334
2021-02-19,8,1.1666666666666667
2021-02-19,9,1.1214285714285714
2021-02-19,10,0.8541666666666666
2021-02-19,11,0.8541666666666666
2021-02-19,12,1.0625
2021-02-19,13,2.0208333333333335
2021-02-19,14,3.6458333333333335
2021-02-19,15,4.583333333333333
2021-02-19,16,4.479166666666667
2021-02-19,17,1.2083333333333333
2021-02-19,18,3.875
2021-02-19,19,1.8409090909090908
2021-02-19,20,
2021-02-19,21,
2021-02-19,22,
2021-02-19,23,
2021-02-20,0,
2021-02-20,1,
2021-02-20,2,
2021-02-20,3,
2021-02-20,4,
2021-02-20,5,
2021-02-20,6,
2021-02-20,7,
2021-02-20,8,
2021-02-20,9,
2021-02-20,10,
2021-02-20,11,
2021-02-20,12,
2021-02-20,13,
2021-02-20,14,
2021-02-20,15,
2021-02-20,16,
2021-02-20,17,
2021-02-20,18,
2021-02-20,19,
2021-02-20,20,
2021-02-20,21,
2021-02-20,22,
2021-02-20,23,
2021-02-21,0,
2021-02-21,1,
2021-02-21,2,
2021-02-21,3,
2021-02-21,4,
2021-02-21,5,
2021-02-21,6,
2021-02-21,7,
2021-02-21,8,
2021-02-21,9,
2021-02-21,10,
2021-02-21,11,
2021-02-21,12,
2021-02-21,13,
2021-02-21,14,
2021-02-21,15,
2021-02-21,16,
2021-02-21,17,
2021-02-21,18,
2021-02-21,19,
2021-02-21,20,
2021-02-21,21,
2021-02-21,22,
2021-02-21,23,
2021-02-22,0,
2021-02-22,1,
2021-02-22,2,
2021-02-22,3,
2021-02-22,4,
2021-02-22,5,0.75
2021-02-22,6,0.75
2021-02-22,7,0.7708333333333334
2021-02-22,8,0.7708333333333334
2021-02-22,9,0.75
2021-02-22,10,0.7708333333333334
2021-02-22,11,0.7708333333333334
2021-02-22,12,0.9166666666666666
2021-02-22,13,1.875
2021-02-22,14,3.9583333333333335
2021-02-22,15,4.395833333333333
2021-02-22,16,4.1875
2021-02-22,17,3.1875
2021-02-22,18,1.8958333333333333
2021-02-22,19,0.7954545454545454
2021-02-22,20,
2021-02-22,21,
2021-02-22,22,
2021-02-22,23,
2021-02-23,0,
2021-02-23,1,
2021-02-23,2,
2021-02-23,3,
2021-02-23,4,
2021-02-23,5,0.75
2021-02-23,6,0.7916666666666666
2021-02-23,7,0.8125
2021-02-23,8,0.7916666666666666
2021-02-23,9,0.75
2021-02-23,10,0.7708333333333334
2021-02-23,11,0.7708333333333334
2021-02-23,12,0.8333333333333334
2021-02-23,13,1.375
2021-02-23,14,3.7785714285714285
2021-02-23,15,4.833333333333333
2021-02-23,16,3.9583333333333335
2021-02-23,17,3.3541666666666665
2021-02-23,18,1.4375
2021-02-23,19,0.7954545454545454
2021-02-23,20,
2021-02-23,21,
2021-02-23,22,
2021-02-23,23,
2021-02-24,0,
2021-02-24,1,
2021-02-24,2,
2021-02-24,3,
2021-02-24,4,
2021-02-24,5,0.75
2021-02-24,6,0.7905405405405406
2021-02-24,7,0.9166666666666666
2021-02-24,8,0.8541666666666666
2021-02-24,9,0.75
2021-02-24,10,0.7708333333333334
2021-02-24,11,0.9166666666666666
2021-02-24,12,1.4054054054054055
2021-02-24,13,1.7708333333333333
2021-02-24,14,4.041666666666667
2021-02-24,15,4.5
2021-02-24,16,4.4375
2021-02-24,17,4.333333333333333
2021-02-24,18,2.7083333333333335
2021-02-24,19,1.0227272727272727
2021-02-24,20,
2021-02-24,21,
2021-02-24,22,
2021-02-24,23,
2021-02-25,0,
2021-02-25,1,
2021-02-25,2,
2021-02-25,3,
2021-02-25,4,
2021-02-25,5,0.75
2021-02-25,6,0.8125
2021-02-25,7,0.9375
2021-02-25,8,1.0208333333333333
2021-02-25,9,0.7928571428571428
2021-02-25,10,0.75
2021-02-25,11,0.9166666666666666
2021-02-25,12,1.1666666666666667
2021-02-25,13,2.7291666666666665
2021-02-25,14,4.0
2021-02-25,15,4.916666666666667
2021-02-25,16,4.185714285714286
2021-02-25,17,3.5208333333333335
2021-02-25,18,2.5
2021-02-25,19,0.9545454545454546
2021-02-25,20,
2021-02-25,21,
2021-02-25,22,
2021-02-25,23,
2021-02-26,0,
2021-02-26,1,
2021-02-26,2,
2021-02-26,3,
2021-02-26,4,
2021-02-26,5,0.75
2021-02-26,6,0.7916666666666666
2021-02-26,7,0.8125
2021-02-26,8,0.8333333333333334
2021-02-26,9,0.8333333333333334
2021-02-26,10,0.8541666666666666
2021-02-26,11,0.8958333333333334
2021-02-26,12,1.5642857142857143
2021-02-26,13,2.9791666666666665
2021-02-26,14,4.75
2021-02-26,15,4.875
2021-02-26,16,4.916666666666667
2021-02-26,17,4.645833333333333
2021-02-26,18,3.875
2021-02-26,19,2.3181818181818183
2021-02-26,20,
2021-02-26,21,
2021-02-26,22,
2021-02-26,23,
2021-02-27,0,
2021-02-27,1,
2021-02-27,2,
2021-02-27,3,
2021-02-27,4,
2021-02-27,5,
2021-02-27,6,
2021-02-27,7,
2021-02-27,8,
2021-02-27,9,
2021-02-27,10,
2021-02-27,11,
2021-02-27,12,
2021-02-27,13,
2021-02-27,14,
2021-02-27,15,
2021-02-27,16,
2021-02-27,17,
2021-02-27,18,
2021-02-27,19,
2021-02-27,20,
2021-02-27,21,
2021-02-27,22,
2021-02-27,23,
2021-02-28,0,
2021-02-28,1,
2021-02-28,2,
2021-02-28,3,
2021-02-28,4,
2021-02-28,5,
2021-02-28,6,
2021-02-28,7,
2021-02-28,8,
2021-02-28,9,
2021-02-28,10,
2021-02-28,11,
2021-02-28,12,
2021-02-28,13,
2021-02-28,14,
2021-02-28,15,
2021-02-28,16,
2021-02-28,17,
2021-02-28,18,
2021-02-28,19,
2021-02-28,20,
2021-02-28,21,
2021-02-28,22,
2021-02-28,23,
2021-03-01,0,
2021-03-01,1,
2021-03-01,2,
2021-03-01,3,
2021-03-01,4,
2021-03-01,5,0.75
2021-03-01,6,0.8125
2021-03-01,7,0.8541666666666666
2021-03-01,8,0.7916666666666666
2021-03-01,9,0.7708333333333334
2021-03-01,10,0.75
2021-03-01,11,0.75
2021-03-01,12,0.9166666666666666
2021-03-01,13,1.9166666666666667
2021-03-01,14,3.3958333333333335
2021-03-01,15,4.166666666666667
2021-03-01,16,4.2890625
2021-03-01,17,2.6120689655172415
2021-03-01,18,1.85
2021-03-01,19,1.0227272727272727
2021-03-01,20,
2021-03-01,21,
2021-03-01,22,
2021-03-01,23,
2021-03-02,0,
2021-03-02,1,
2021-03-02,2,
2021-03-02,3,
2021-03-02,4,
2021-03-02,5,0.75
2021-03-02,6,0.8541666666666666
2021-03-02,7,0.875
2021-03-02,8,1.8863636363636365
2021-03-02,9,0.7916666666666666
2021-03-02,10,0.75
2021-03-02,11,0.8888888888888888
2021-03-02,12,1.0208333333333333
2021-03-02,13,1.6041666666666667
2021-03-02,14,2.8333333333333335
2021-03-02,15,4.083333333333333
2021-03-02,16,3.557142857142857
2021-03-02,17,3.2916666666666665
2021-03-02,18,2.125
2021-03-02,19,1.25
2021-03-02,20,
2021-03-02,21,
2021-03-02,22,
2021-03-02,23,
2021-03-03,0,
2021-03-03,1,
2021-03-03,2,
2021-03-03,3,
2021-03-03,4,
2021-03-03,5,0.75
2021-03-03,6,0.75
2021-03-03,7,0.8125
2021-03-03,8,0.7976190476190477
2021-03-03,9,0.75
2021-03-03,10,0.75
2021-03-03,11,0.8285714285714286
2021-03-03,12,1.2291666666666667
2021-03-03,13,1.8541666666666667
2021-03-03,14,3.4583333333333335
2021-03-03,15,4.583333333333333
2021-03-03,16,4.666666666666667
2021-03-03,17,3.8333333333333335
2021-03-03,18,2.2083333333333335
2021-03-03,19,0.9545454545454546
2021-03-03,20,
2021-03-03,21,
2021-03-03,22,
2021-03-03,23,
2021-03-04,0,
2021-03-04,1,
2021-03-04,2,
2021-03-04,3,
2021-03-04,4,
2021-03-04,5,0.75
2021-03-04,6,0.875
2021-03-04,7,0.8958333333333334
2021-03-04,8,0.9791666666666666
2021-03-04,9,0.75
2021-03-04,10,0.7916666666666666
2021-03-04,11,1.0208333333333333
2021-03-04,12,1.7916666666666667
2021-03-04,13,2.625
2021-03-04,14,4.166666666666667
2021-03-04,15,4.25
2021-03-04,16,4.5
2021-03-04,17,4.333333333333333
2021-03-04,18,4.645833333333333
2021-03-04,19,1.6590909090909092
2021-03-04,20,
2021-03-04,21,
2021-03-04,22,
2021-03-04,23,
2021-03-05,0,
2021-03-05,1,
2021-03-05,2,
2021-03-05,3,
2021-03-05,4,
2021-03-05,5,0.75
2021-03-05,6,0.875
2021-03-05,7,0.9166666666666666
2021-03-05,8,0.9166666666666666
2021-03-05,9,0.75
2021-03-05,10,0.8333333333333334
2021-03-05,11,1.1875
2021-03-05,12,2.8541666666666665
2021-03-05,13,2.9166666666666665
2021-03-05,14,4.895833333333333
2021-03-05,15,4.854166666666667
2021-03-05,16,5.0
2021-03-05,17,4.833333333333333
2021-03-05,18,4.854166666666667
2021-03-05,19,3.659090909090909
2021-03-05,20,
2021-03-05,21,
2021-03-05,22,
2021-03-05,23,
2021-03-06,0,
2021-03-06,1,
2021-03-06,2,
2021-03-06,3,
2021-03-06,4,
2021-03-06,5,
2021-03-06,6,
2021-03-06,7,
2021-03-06,8,
2021-03-06,9,
2021-03-06,10,
2021-03-06,11,
2021-03-06,12,
2021-03-06,13,
2021-03-06,14,
2021-03-06,15,
2021-03-06,16,
2021-03-06,17,
2021-03-06,18,
2021-03-06,19,
2021-03-06,20,
2021-03-06,21,
2021-03-06,22,
2021-03-06,23,
2021-03-07,0,
2021-03-07,1,
2021-03-07,2,
2021-03-07,3,
2021-03-07,4,
2021-03-07,5,
2021-03-07,6,
2021-03-07,7,
2021-03-07,8,
2021-03-07,9,
2021-03-07,10,
2021-03-07,11,
2021-03-07,12,
2021-03-07,13,
2021-03-07,14,
2021-03-07,15,
2021-03-07,16,
2021-03-07,17,
2021-03-07,18,
2021-03-07,19,
2021-03-07,20,
2021-03-07,21,
2021-03-07,22,
2021-03-07,23,
2021-03-08,0,
2021-03-08,1,
2021-03-08,2,
2021-03-08,3,
2021-03-08,4,
2021-03-08,5,0.75
2021-03-08,6,0.8125
2021-03-08,7,0.875
2021-03-08,8,0.8125
2021-03-08,9,0.75
2021-03-08,10,0.7708333333333334
2021-03-08,11,0.75
2021-03-08,12,1.6666666666666667
2021-03-08,13,2.0
2021-03-08,14,3.1875
2021-03-08,15,4.291666666666667
2021-03-08,16,3.75
2021-03-08,17,3.3125
2021-03-08,18,1.7708333333333333
2021-03-08,19,0.7727272727272727
2021-03-08,20,
2021-03-08,21,
2021-03-08,22,
2021-03-08,23,
2021-03-09,0,
2021-03-09,1,
2021-03-09,2,
2021-03-09,3,
2021-03-09,4,
2021-03-09,5,0.75
2021-03-09,6,0.7708333333333334
2021-03-09,7,0.9583333333333334
2021-03-09,8,0.8958333333333334
2021-03-09,9,0.75
2021-03-09,10,0.75
2021-03-09,11,0.75
2021-03-09,12,0.8333333333333334
2021-03-09,13,1.25
2021-03-09,14,3.3541666666666665
2021-03-09,15,4.041666666666667
2021-03-09,16,3.6875
2021-03-09,17,3.5625
2021-03-09,18,2.1458333333333335
2021-03-09,19,0.8409090909090909
2021-03-09,20,
2021-03-09,21,
2021-03-09,22,
2021-03-09,23,
2021-03-10,0,
2021-03-10,1,
2021-03-10,2,
2021-03-10,3,
2021-03-10,4,
2021-03-10,5,0.75
2021-03-10,6,0.9166666666666666
2021-03-10,7,1.0208333333333333
2021-03-10,8,1.0416666666666667
2021-03-10,9,1.3333333333333333
2021-03-10,10,0.7916666666666666
2021-03-10,11,1.0
2021-03-10,12,1.1041666666666667
2021-03-10,13,1.7708333333333333
2021-03-10,14,3.9375
2021-03-10,15,3.3958333333333335
2021-03-10,16,3.375
2021-03-10,17,2.5208333333333335
2021-03-10,18,1.5416666666666667
2021-03-10,19,0.8863636363636364
2021-03-10,20,
2021-03-10,21,
2021-03-10,22,
2021-03-10,23,
2021-03-11,0,
2021-03-11,1,
2021-03-11,2,
2021-03-11,3,
2021-03-11,4,
2021-03-11,5,0.75
2021-03-11,6,0.8541666666666666
2021-03-11,7,0.8958333333333334
2021-03-11,8,0.9166666666666666
2021-03-11,9,0.75
2021-03-11,10,0.7714285714285715
2021-03-11,11,0.875
2021-03-11,12,1.0416666666666667
2021-03-11,13,1.8125
2021-03-11,14,4.014285714285714
2021-03-11,15,4.729166666666667
2021-03-11,16,4.895833333333333
2021-03-11,17,4.375
2021-03-11,18,2.8333333333333335
2021-03-11,19,1.0
2021-03-11,20,
2021-03-11,21,
2021-03-11,22,
2021-03-11,23,
2021-03-12,0,
2021-03-12,1,
2021-03-12,2,
2021-03-12,3,
2021-03-12,4,
2021-03-12,5,0.75
2021-03-12,6,0.7916666666666666
2021-03-12,7,1.1041666666666667
2021-03-12,8,
2021-03-12,9,1.0625
2021-03-12,10,0.8785714285714286
2021-03-12,11,1.4375
2021-03-12,12,2.7708333333333335
2021-03-12,13,3.6458333333333335
2021-03-12,14,4.958333333333333
2021-03-12,15,5.0
2021-03-12,16,4.957142857142857
2021-03-12,17,5.0
2021-03-12,18,4.854166666666667
2021-03-12,19,3.2045454545454546
2021-03-12,20,
2021-03-12,21,
2021-03-12,22,
2021-03-12,23,
2021-03-13,0,
2021-03-13,1,
2021-03-13,2,
2021-03-13,3,
2021-03-13,4,
2021-03-13,5,
2021-03-13,6,
2021-03-13,7,
2021-03-13,8,
2021-03-13,9,
2021-03-13,10,
2021-03-13,11,
2021-03-13,12,
2021-03-13,13,
2021-03-13,14,
2021-03-13,15,
2021-03-13,16,
2021-03-13,17,
2021-03-13,18,
2021-03-13,19,
2021-03-13,20,
2021-03-13,21,
2021-03-13,22,
2021-03-13,23,
2021-03-14,0,
2021-03-14,1,
2021-03-14,3,
2021-03-14,4,
2021-03-14,5,
2021-03-14,6,
2021-03-14,7,
2021-03-14,8,
2021-03-14,9,
2021-03-14,10,
2021-03-14,11,
2021-03-14,12,
2021-03-14,13,
2021-03-14,14,
2021-03-14,15,
2021-03-14,16,
2021-03-14,17,
2021-03-14,18,
2021-03-14,19,
2021-03-14,20,
2021-03-14,21,
2021-03-14,22,
2021-03-14,23,
2021-03-15,0,
2021-03-15,1,
2021-03-15,2,
2021-03-15,3,
2021-03-15,4,
2021-03-15,5,0.75
2021-03-15,6,0.7916666666666666
2021-03-15,7,0.875
2021-03-15,8,0.7916666666666666
2021-03-15,9,0.75
2021-03-15,10,0.75
2021-03-15,11,0.75
2021-03-15,12,0.875
2021-03-15,13,2.2708333333333335
2021-03-15,14,4.875
2021-03-15,15,4.375
2021-03-15,16,4.083333333333333
2021-03-15,17,3.4166666666666665
2021-03-15,18,1.3958333333333333
2021-03-15,19,0.7727272727272727
2021-03-15,20,
2021-03-15,21,
2021-03-15,22,
2021-03-15,23,
2021-03-16,0,
2021-03-16,1,
2021-03-16,2,
2021-03-16,3,
2021-03-16,4,
2021-03-16,5,0.75
2021-03-16,6,1.0625
2021-03-16,7,1.0625
2021-03-16,8,0.9166666666666666
2021-03-16,9,0.8
2021-03-16,10,0.8125
2021-03-16,11,0.7708333333333334
2021-03-16,12,1.0833333333333333
2021-03-16,13,1.8958333333333333
2021-03-16,14,4.354166666666667
2021-03-16,15,4.479166666666667
2021-03-16,16,4.5285714285714285
2021-03-16,17,4.033783783783784
2021-03-16,18,2.6458333333333335
2021-03-16,19,0.9545454545454546
2021-03-16,20,
2021-03-16,21,
2021-03-16,22,
2021-03-16,23,
2021-03-17,0,
2021-03-17,1,
2021-03-17,2,
2021-03-17,3,
2021-03-17,4,
2021-03-17,5,0.75
2021-03-17,6,0.7916666666666666
2021-03-17,7,0.9791666666666666
2021-03-17,8,0.9791666666666666
2021-03-17,9,0.7708333333333334
2021-03-17,10,0.9166666666666666
2021-03-17,11,0.8333333333333334
2021-03-17,12,1.0
2021-03-17,13,2.0208333333333335
2021-03-17,14,4.104166666666667
2021-03-17,15,4.708333333333333
2021-03-17,16,4.75
2021-03-17,17,4.55
2021-03-17,18,3.2708333333333335
2021-03-17,19,1.1136363636363635
2021-03-17,20,
2021-03-17,21,
2021-03-17,22,
2021-03-17,23,
2021-03-18,0,
2021-03-18,1,
2021-03-18,2,
2021-03-18,3,
2021-03-18,4,
2021-03-18,5,0.75
2021-03-18,6,0.7916666666666666
2021-03-18,7,0.8958333333333334
2021-03-18,8,0.8333333333333334
2021-03-18,9,0.75
2021-03-18,10,0.7916666666666666
2021-03-18,11,0.9791666666666666
2021-03-18,12,1.0416666666666667
2021-03-18,13,2.5208333333333335
2021-03-18,14,3.375
2021-03-18,15,4.645833333333333
2021-03-18,16,4.5
2021-03-18,17,4.604166666666667
2021-03-18,18,2.8333333333333335
2021-03-18,19,0.9772727272727273
2021-03-18,20,
2021-03-18,21,
2021-03-18,22,
2021-03-18,23,
2021-03-19,0,
2021-03-19,1,
2021-03-19,2,
2021-03-19,3,
2021-03-19,4,
2021-03-19,5,0.75
2021-03-19,6,0.8125
2021-03-19,7,0.875
2021-03-19,8,0.875
2021-03-19,9,0.8125
2021-03-19,10,0.8333333333333334
2021-03-19,11,1.1666666666666667
2021-03-19,12,2.6041666666666665
2021-03-19,13,3.5208333333333335
2021-03-19,14,4.645833333333333
2021-03-19,15,3.0625
2021-03-19,16,5.0
2021-03-19,17,5.0
2021-03-19,18,4.270833333333333
2021-03-19,19,2.090909090909091
2021-03-19,20,
2021-03-19,21,
2021-03-19,22,
2021-03-19,23,
2021-03-20,0,
2021-03-20,1,
2021-03-20,2,
2021-03-20,3,
2021-03-20,4,
2021-03-20,5,
2021-03-20,6,
2021-03-20,7,
2021-03-20,8,
2021-03-20,9,
2021-03-20,10,
2021-03-20,11,
2021-03-20,12,
2021-03-20,13,
2021-03-20,14,
2021-03-20,15,
2021-03-20,16,
2021-03-20,17,
2021-03-20,18,
2021-03-20,19,
2021-03-20,20,
2021-03-20,21,
2021-03-20,22,
2021-03-20,23,
2021-03-21,0,
2021-03-21,1,
2021-03-21,2,
2021-03-21,3,
2021-03-21,4,
2021-03-21,5,
2021-03-21,6,
2021-03-21,7,
2021-03-21,8,
2021-03-21,9,
2021-03-21,10,
2021-03-21,11,
2021-03-21,12,
2021-03-21,13,
2021-03-21,14,
2021-03-21,15,
2021-03-21,16,
2021-03-21,17,
2021-03-21,18,
2021-03-21,19,
2021-03-21,20,
2021-03-21,21,
2021-03-21,22,
2021-03-21,23,
2021-03-22,0,
2021-03-22,1,
2021-03-22,2,
2021-03-22,3,
2021-03-22,4,
2021-03-22,5,0.75
2021-03-22,6,0.8333333333333334
2021-03-22,7,0.8958333333333334
2021-03-22,8,0.8125
2021-03-22,9,0.75
2021-03-22,10,0.75
2021-03-22,11,0.8333333333333334
2021-03-22,12,1.0
2021-03-22,13,2.1357142857142857
2021-03-22,14,4.0
2021-03-22,15,3.75
2021-03-22,16,3.9166666666666665
2021-03-22,17,3.2642857142857142
2021-03-22,18,1.1666666666666667
2021-03-22,19,0.8636363636363636
2021-03-22,20,
2021-03-22,21,
2021-03-22,22,
2021-03-22,23,
2021-03-23,0,
2021-03-23,1,
2021-03-23,2,
2021-03-23,3,
2021-03-23,4,
2021-03-23,5,0.75
2021-03-23,6,0.8125
2021-03-23,7,0.9375
2021-03-23,8,1.0208333333333333
2021-03-23,9,0.8142857142857143
2021-03-23,10,0.8125
2021-03-23,11,1.0208333333333333
2021-03-23,12,1.5208333333333333
2021-03-23,13,2.3333333333333335
2021-03-23,14,4.75
2021-03-23,15,4.958333333333333
2021-03-23,16,4.625
2021-03-23,17,4.270833333333333
2021-03-23,18,2.7916666666666665
2021-03-23,19,1.6363636363636365
2021-03-23,20,
2021-03-23,21,
2021-03-23,22,
2021-03-23,23,
2021-03-24,0,
2021-03-24,1,
2021-03-24,2,
2021-03-24,3,
2021-03-24,4,
2021-03-24,5,0.75
2021-03-24,6,0.8541666666666666
2021-03-24,7,0.9583333333333334
2021-03-24,8,1.375
2021-03-24,9,0.8541666666666666
2021-03-24,10,0.8125
2021-03-24,11,0.9375
2021-03-24,12,1.6176470588235294
2021-03-24,13,3.5416666666666665
2021-03-24,14,4.583333333333333
2021-03-24,15,3.857142857142857
2021-03-24,16,4.25
2021-03-24,17,3.9166666666666665
2021-03-24,18,1.9375
2021-03-24,19,1.0227272727272727
2021-03-24,20,
2021-03-24,21,
2021-03-24,22,
2021-03-24,23,
2021-03-25,0,
2021-03-25,1,
2021-03-25,2,
2021-03-25,3,
2021-03-25,4,
2021-03-25,5,0.75
2021-03-25,6,0.8541666666666666
2021-03-25,7,0.9583333333333334
2021-03-25,8,1.0208333333333333
2021-03-25,9,1.4166666666666667
2021-03-25,10,0.7916666666666666
2021-03-25,11,0.8958333333333334
2021-03-25,12,1.8181818181818181
2021-03-25,13,3.3333333333333335
2021-03-25,14,4.294117647058823
2021-03-25,15,5.0
2021-03-25,16,4.625
2021-03-25,17,4.625
2021-03-25,18,2.8125
2021-03-25,19,1.0681818181818181
2021-03-25,20,
2021-03-25,21,
2021-03-25,22,
2021-03-25,23,
2021-03-26,0,
2021-03-26,1,
2021-03-26,2,
2021-03-26,3,
2021-03-26,4,
2021-03-26,5,0.75
2021-03-26,6,0.8541666666666666
2021-03-26,7,0.9791666666666666
2021-03-26,8,1.1458333333333333
2021-03-26,9,0.8541666666666666
2021-03-26,10,1.3541666666666667
2021-03-26,11,1.8333333333333333
2021-03-26,12,2.875
2021-03-26,13,4.271428571428571
2021-03-26,14,5.0
2021-03-26,15,5.0
2021-03-26,16,4.797297297297297
2021-03-26,17,2.8333333333333335
2021-03-26,18,4.4375
2021-03-26,19,2.1818181818181817
2021-03-26,20,
2021-03-26,21,
2021-03-26,22,
2021-03-26,23,
2021-03-27,0,
2021-03-27,1,
2021-03-27,2,
2021-03-27,3,
2021-03-27,4,
2021-03-27,5,
2021-03-27,6,
2021-03-27,7,
2021-03-27,8,
2021-03-27,9,
2021-03-27,10,
2021-03-27,11,
2021-03-27,12,
2021-03-27,13,
2021-03-27,14,
2021-03-27,15,
2021-03-27,16,
2021-03-27,17,
2021-03-27,18,
2021-03-27,19,
2021-03-27,20,
2021-03-27,21,
2021-03-27,22,
2021-03-27,23,
2021-03-28,0,
2021-03-28,1,
2021-03-28,2,
2021-03-28,3,
2021-03-28,4,
2021-03-28,5,
2021-03-28,6,
2021-03-28,7,
2021-03-28,8,
2021-03-28,9,
2021-03-28,10,
2021-03-28,11,
2021-03-28,12,
2021-03-28,13,
2021-03-28,14,
2021-03-28,15,
2021-03-28,16,
2021-03-28,17,
2021-03-28,18,
2021-03-28,19,
2021-03-28,20,
2021-03-28,21,
2021-03-28,22,
2021-03-28,23,
2021-03-29,0,
2021-03-29,1,
2021-03-29,2,
2021-03-29,3,
2021-03-29,4,
2021-03-29,5,0.75
2021-03-29,6,0.8125
2021-03-29,7,0.8541666666666666
2021-03-29,8,0.9375
2021-03-29,9,0.75
2021-03-29,10,0.75
2021-03-29,11,0.8541666666666666
2021-03-29,12,1.3541666666666667
2021-03-29,13,2.107142857142857
2021-03-29,14,3.5625
2021-03-29,15,4.8125
2021-03-29,16,4.4
2021-03-29,17,3.2708333333333335
2021-03-29,18,1.6875
2021-03-29,19,0.9545454545454546
2021-03-29,20,
2021-03-29,21,
2021-03-29,22,
2021-03-29,23,
2021-03-30,0,
2021-03-30,1,
2021-03-30,2,
2021-03-30,3,
2021-03-30,4,
2021-03-30,5,0.75
2021-03-30,6,0.8541666666666666
2021-03-30,7,0.9583333333333334
2021-03-30,8,1.5416666666666667
2021-03-30,9,1.2291666666666667
2021-03-30,10,0.8333333333333334
2021-03-30,11,0.9428571428571428
2021-03-30,12,1.5833333333333333
2021-03-30,13,2.8541666666666665
2021-03-30,14,4.25
2021-03-30,15,5.0
2021-03-30,16,5.0
2021-03-30,17,4.541666666666667
2021-03-30,18,3.0833333333333335
2021-03-30,19,1.25
2021-03-30,20,
2021-03-30,21,
2021-03-30,22,
2021-03-30,23,
2021-03-31,0,
2021-03-31,1,
2021-03-31,2,
2021-03-31,3,
2021-03-31,4,
2021-03-31,5,0.75
2021-03-31,6,0.8333333333333334
2021-03-31,7,0.8958333333333334
2021-03-31,8,1.0
2021-03-31,9,0.8857142857142857
2021-03-31,10,1.125
2021-03-31,11,1.2
2021-03-31,12,1.5
2021-04-01,7,0.9583333333333334
2021-04-01,8,0.9785714285714285
2021-04-01,9,0.8333333333333334
2021-04-01,10,1.0416666666666667
2021-04-01,11,1.0208333333333333
2021-04-01,12,2.8958333333333335
2021-04-01,13,3.6857142857142855
2021-04-01,14,4.916666666666667
2021-04-01,15,5.0
2021-04-01,16,5.0
2021-04-01,17,5.0
2021-04-01,18,3.8125
2021-04-01,19,1.2727272727272727
2021-04-01,20,
2021-04-01,21,
2021-04-01,22,
2021-04-01,23,
2021-04-02,0,
2021-04-02,1,
2021-04-02,2,
2021-04-02,3,
2021-04-02,4,
2021-04-02,5,0.75
2021-04-02,6,0.75
2021-04-02,7,0.8541666666666666
2021-04-02,8,0.9583333333333334
2021-04-02,9,1.125
2021-04-02,10,1.9375
2021-04-02,11,2.3333333333333335
2021-04-02,12,4.1875
2021-04-02,13,4.9375
2021-04-02,14,5.0
2021-04-02,15,5.0
2021-04-02,16,5.0
2021-04-02,17,4.895833333333333
2021-04-02,18,3.4791666666666665
2021-04-02,19,1.8181818181818181
2021-04-02,20,
2021-04-02,21,
2021-04-02,22,
2021-04-02,23,
2021-04-03,0,
2021-04-03,1,
2021-04-03,2,
2021-04-03,3,
2021-04-03,4,
2021-04-03,5,
2021-04-03,6,
2021-04-03,7,
2021-04-03,8,
2021-04-03,9,
2021-04-03,10,
2021-04-03,11,
2021-04-03,12,
2021-04-03,13,
2021-04-03,14,
2021-04-03,15,
2021-04-03,16,
2021-04-03,17,
2021-04-03,18,
2021-04-03,19,
2021-04-03,20,
2021-04-03,21,
2021-04-03,22,
2021-04-03,23,
2021-04-04,0,
2021-04-04,1,
2021-04-04,2,
2021-04-04,3,
2021-04-04,4,
2021-04-04,5,
2021-04-04,6,
2021-04-04,7,
2021-04-04,8,
2021-04-04,9,
2021-04-04,10,
2021-04-04,11,
2021-04-04,12,
2021-04-04,13,
