Flow O Equi,Flow O Target,Flow H Equi - 0,Flow H Target - 0,Flow H Equi - 1,Flow H Target - 1,Flow H Equi - 2,Flow H Target - 2,Hour,Segment
3196.4874789009286,6035.952102565281,1.2946029887417274e-14,629.7096780136617,1541.2047944776248,844.86198437019,5.985442599589637,511.4680215015838,0,0
2957.226651789307,6000.899011629977,6.337527458388852,628.0754638158623,1712.5964736663045,844.9275599727243,8.626079040584997,511.7116661773026,0,1
2991.969151638718,5559.3324135405655,3.4522746366446057e-15,424.50289020931143,741.641021907883,646.8785308248976,230.9281521200363,755.3541597018545,0,0
1455.1104637224548,5246.5205782405665,0.0,52.64534611915502,594.193109529794,590.2199520352185,1257.0462269733391,1024.0412223322548,0,1
3881.527665497238,5577.5074839801655,0.0,502.66653284445056,85.56380777229036,504.14443158868994,38.02835900990692,839.6829801035772,0,0
1185.7439854888064,5865.1101636383755,0.0,51.160412127003426,6.291157763734144e-17,28.40482230319305,1742.9637927377512,1211.0971201798775,0,1
2298.011877647505,5680.999228715969,2.1125091527962843,531.1343886260438,570.8654912221016,487.85817283989803,643.4296363056303,838.9579501882822,0,0
1185.7439854888064,5993.715847024406,0.0,34.0354547916128,0.0,17.0177273958064,1742.9637927377512,1223.604505767232,0,1
2298.011877647505,5680.999228715969,2.1125091527962843,531.1343886260438,570.8654912221016,487.85817283989803,643.4296363056303,838.9579501882822,0,0
1185.7439854888064,5993.715847024406,0.0,34.0354547916128,0.0,17.0177273958064,1742.9637927377512,1223.604505767232,0,1
2298.011877647505,5680.999228715969,2.1125091527962843,531.1343886260438,570.8654912221016,487.85817283989803,643.4296363056303,838.9579501882822,0,0
1185.7439854888064,5993.715847024406,0.0,34.0354547916128,0.0,17.0177273958064,1742.9637927377512,1223.604505767232,0,1
1542.2586533593428,5358.8124153313365,0.0,45.70058063741334,646.4821031684161,585.8363461108468,1193.1375013352952,1008.5456275621092,0,0
2805.3487375537734,5632.487075466869,4.315343295805757e-15,467.3420484498794,874.8282996572568,659.2025113026875,283.6864591429084,736.8553607497656,0,1
1293.314427877547,5463.533135635029,0.0,45.92413352263478,399.2977696040217,450.32568118500336,1416.02585013615,1157.836470114269,0,0
1185.7439854888064,5409.2638591379,0.0,40.64591241455393,427.8190388614517,457.14123674845104,1457.7511001634502,1158.1676587255674,0,1
1186.9176016848044,5504.189282350992,0.0,42.61075311905242,137.85280141091226,396.30780013763365,1650.3577554128779,1171.836481414628,0,0
1185.7439854888064,5937.171822576641,0.0,42.68656619200393,0.0,21.343283096001965,1742.9637927377512,1289.4475251572,0,1
1186.9176016848044,5504.189282350992,0.0,42.61075311905242,137.85280141091226,396.30780013763365,1650.3577554128779,1171.836481414628,0,0
1185.7439854888064,5937.171822576641,0.0,42.68656619200393,0.0,21.343283096001965,1742.9637927377512,1289.4475251572,0,1
1186.9176016848044,5504.189282350992,0.0,42.61075311905242,137.85280141091226,396.30780013763365,1650.3577554128779,1171.836481414628,0,0
1185.7439854888064,5937.171822576641,0.0,42.68656619200393,0.0,21.343283096001965,1742.9637927377512,1289.4475251572,0,1
1186.9176016848044,5504.189282350992,0.0,42.61075311905242,137.85280141091226,396.30780013763365,1650.3577554128779,1171.836481414628,0,0
1185.7439854888064,5937.171822576641,0.0,42.68656619200393,0.0,21.343283096001965,1742.9637927377512,1289.4475251572,0,1
1185.7439854888064,5939.072705740657,0.0,39.36274374372583,161.62052579210402,25.708752233455503,1635.2167755430155,1203.245237094974,0,0
2081.75552510723,5625.495793363057,4.225018305592563,527.592107606567,789.7045979584656,487.35035560312963,634.0983227942555,838.4542574094285,0,1
1185.7439854888064,5914.232601102058,0.0,51.00403681110812,0.0,24.05209429525062,1742.9637927377512,1274.3950087320277,0,0
1185.7439854888064,5479.152810456066,0.0,43.44500268786801,142.6063462871506,399.74497267394247,1647.8928952129843,1171.6331317691115,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,6002.335823705071,0.0,40.62524521795142,0.0,25.29066957313573,1742.9637927377512,1206.9528162372817,0,0
1858.985070302571,5690.292337410529,6.337527458388843,528.782880337911,685.3026531106215,499.86221390688763,846.6577843171369,841.598110236393,0,1
1185.7439854888064,5914.232601102058,0.0,51.00403681110812,0.0,24.05209429525062,1742.9637927377512,1274.3950087320277,0,0
1185.7439854888064,5479.152810456066,0.0,43.44500268786801,142.6063462871506,399.74497267394247,1647.8928952129843,1171.6331317691115,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
